geogname	lat	long
Rue Leredde	48.8285585	2.3742368
Rue Leriche	48.8357458	2.2943547
Rue Leroi-Gourhan	48.8521145	2.2940888
Rue Leroux	48.8716166	2.286789
Rue Leroy Dupré	48.8429368	2.4018077
Rue Lesage	48.872291	2.3818002
Rue Lespagnol	48.858565	2.392528
Rue Letellier	48.8478114	2.2965654
Rue Letort	48.8955419	2.3433623
Rue Leuck Mathieu	48.8633133	2.4030484
Rue Levert	48.8742399	2.3911796
Rue Lheureux	48.8325799	2.3880682
Rue Lhomond	48.8428339	2.3470865
Rue Lhuillier	48.8348829	2.2969835
Rue Liancourt	48.8342144	2.326285
Rue Liard	48.8212733	2.3422509
Rue Ligner	48.8576232	2.3981102
Rue Lincoln	48.8708454	2.3033303
Rue Linné	48.8451197	2.3546884
Rue Linois	48.8480471	2.2836335
Rue Lippmann	48.8488549	2.4125677
Rue Lisfranc	48.8620679	2.4027296
Rue Littré	48.8456604	2.3238726
Rue Livingstone	48.8843059	2.3454748
Rue Lobineau	48.8517311	2.3363779
Rue l'Olive	48.890682	2.361268
Rue Lord Byron	48.8735022	2.2994063
Rue Louis Armand	48.832742	2.2788394
Rue Louis Blanc	48.8813376	2.3647609
Rue Louis Boilly	48.859374	2.2663326
Rue Louis Bonnet	48.8711371	2.3767048
Rue Louis Braille	48.8397342	2.4025232
Rue Louis Codet	48.8550227	2.3086664
Rue Louis David	48.861978	2.2816365
Rue Louis Delaporte	48.8484358	2.4131687
Rue Louis Delgrès	48.8658045	2.386167
Rue Louis Ganne	48.863422	2.4095304
Rue Louis le Grand	48.8694545	2.3330958
Rue Louis Loucheur	48.8982172	2.3256171
Rue Louis Lumière	48.8611203	2.4111366
Rue Louis Morard	48.8288254	2.3203683
Rue Louis Murat	48.8761672	2.3091297
Rue Louis Pasteur Vallery-Radot	48.9003723	2.3330391
Rue Louis Pergaud	48.8170679	2.3479945
Rue Louis Thuillier	48.8425421	2.3435512
Rue Louis Vicat	48.8261531	2.2969966
Rue Louis Vierne	48.8881578	2.2898066
Rue Louise Thuliez	48.8775842	2.3949021
Rue Louise Weiss	48.834358	2.36964
Rue Louis-Nicolas Clérambault	48.865601	2.3885498
Rue Lounès Matoub	48.8988448	2.3763025
Rue Lucien Bossoutrot	48.8369866	2.2720896
Rue Lucien et Sacha Guitry	48.8489213	2.4043059
Rue Lucien Gaulard	48.8894283	2.3388499
Rue Lucien Lambeau	48.8576493	2.4129724
Rue Lucien Leuwen	48.8604904	2.4021513
Rue Lucien Sampaix	48.872649	2.3611235
Rue Lulli	48.86827	2.3373146
Rue Lyautey	48.8570231	2.2813151
Rue Mabillon	48.8519423	2.3352553
Rue Madame	48.8493592	2.3317361
Rue Madeleine Marzin	48.8531893	2.4088061
Rue Mademoiselle	48.8436942	2.2977791
Rue Magellan	48.8701487	2.3000333
Rue Magendie	48.8339511	2.3460669
Rue Maillard	48.8580698	2.385819
Rue Maison Dieu	48.8356287	2.322611
Rue Maître Albert	48.8507924	2.3498163
Rue Malar	48.8611512	2.3054962
Rue Malassis	48.8334927	2.294219
Rue Malebranche	48.8464332	2.3425612
Rue Maleville	48.8773934	2.314881
Rue Malher	48.8562147	2.3613274
Rue Mallet-Stevens	48.8546346	2.2666618
Rue Malte Brun	48.8644276	2.398062
Rue Malus	48.8432596	2.352223
Rue Mandar	48.8656572	2.3459678
Rue Manin	48.8830295	2.3857852
Rue Mansart	48.8821634	2.3330819
Rue Manuel	48.8783368	2.3403343
Rue Marbeau	48.8750708	2.279748
Rue Marbeuf	48.8686515	2.3037118
Rue Marc Antoine Charpentier	48.8253763	2.375757
Rue Marcadet	48.8912957	2.3413482
Rue Marcel Dubois	48.8343674	2.4062558
Rue Marcel Duchamp	48.8248741	2.3688942
Rue Marcel Gromaire	48.8601107	2.3677141
Rue Marcel Renault	48.8798395	2.2931148
Rue Marcel Sembat	48.8986023	2.3379385
Rue Marguerin	48.8278543	2.3289711
Rue Marguerite Duras	48.8293871	2.3805224
Rue Marguerite Long	48.8915782	2.3039342
Rue Margueritte	48.879918	2.3014345
Rue Maria Deraismes	48.8941535	2.3270514
Rue Marie Benoist	48.8469569	2.3932826
Rue Marie et Louise	48.8719073	2.3668208
Rue Marie Laurencin	48.8401942	2.4063729
Rue Marie Pape-Carpantier	48.8507886	2.3313507
Rue Marie Rose	48.8266243	2.3299797
Rue Marie Stuart	48.8650783	2.3473024
Rue Marie-Andrée Lagroua Weill-Hallé	48.8284242	2.3803429
Rue Marie-Davy	48.8259738	2.3292527
Rue Marie-Louise Dubreil-Jacotin	48.8287159	2.3810301
Rue Marietta Martin	48.856809	2.2740481
Rue Marinoni	48.8563699	2.3008771
Rue Mario Nikis	48.8482534	2.3044598
Rue Mariotte	48.884194	2.3209529
Rue Marmontel	48.8370003	2.2998571
Rue Marsollier	48.8677307	2.3345385
Rue Marsoulan	48.8465211	2.4032939
Rue Martel	48.8740417	2.3530554
Rue Martin Bernard	48.8263784	2.3497392
Rue Martin Garat	48.8645695	2.4072369
Rue Marx Dormoy	48.8874716	2.359742
Rue Maryse Bastié	48.8210086	2.3754786
Rue Maryse Hilsz	48.8510404	2.4126723
Rue Maspéro	48.8597023	2.2723317
Rue Massenet	48.8585664	2.2792606
Rue Masseran	48.8491417	2.3138471
Rue Massillon	48.853405	2.3507914
Rue Mathis	48.8910894	2.3737496
Rue Mathurin Régnier	48.8392281	2.3082759
Rue Maublanc	48.8399862	2.29987
Rue Mauconseil	48.8641392	2.3465936
Rue Maurice Berteaux	48.8679319	2.4100793
Rue Maurice Bouchor	48.8262794	2.309097
Rue Maurice Bourdet	48.8511742	2.2787343
Rue Maurice de la Sizeranne	48.8470651	2.3149955
Rue Maurice Denis	48.844756	2.3787767
Rue Maurice et Louis de Broglie	48.8334052	2.3699285
Rue Maurice Genevoix	48.8943751	2.3602531
Rue Maurice Loewy	48.8270268	2.3338166
Rue Maurice Maignen	48.8380828	2.3128564
Rue Maurice Ripoche	48.8332552	2.323239
Rue Maurice Rouvier	48.8308628	2.3100852
Rue Maurice Utrillo	48.8862467	2.3445025
Rue Max Ernst	48.8666708	2.3894436
Rue Max Jacob	48.8202029	2.3542294
Rue Maxime Lisbonne	48.8890833	2.3549283
Rue Mayet	48.8466632	2.3189432
Rue Mayran	48.8770472	2.3457916
Rue Mazarine	48.8554052	2.3377217
Rue Médéric	48.8809313	2.3039478
Rue Méhul	48.8675977	2.3347902
Rue Meilhac	48.8451684	2.2982458
Rue Meissonier	48.8834448	2.3044248
Rue Ménars	48.8694645	2.3380825
Rue Mendelssohn	48.854954	2.411731
Rue Mérimée	48.8683881	2.2789042
Rue Merlin	48.8606058	2.3853727
Rue Meryon	48.8443487	2.2562408
Rue Meslay	48.8679343	2.3590278
Rue Mesnil	48.8673543	2.2837896
Rue Messidor	48.8402849	2.4033031
Rue Messier	48.8345341	2.3381992
Rue Meyerbeer	48.8719613	2.3332567
Rue Meynadier	48.8836019	2.3834643
Rue Mgr Rodhain	48.8768392	2.3643184
Rue Michal	48.8269344	2.348174
Rue Michel Ange	48.843303	2.2603077
Rue Michel Bréal	48.8221344	2.371166
Rue Michel Chasles	48.8469209	2.3738662
Rue Michel de Bourges	48.8543675	2.4006581
Rue Michel Peter	48.8368083	2.3532928
Rue Michel Tagrine	48.8778592	2.3754982
Rue Michelet	48.8425498	2.3363768
Rue Michel-le-Comte	48.8623491	2.3557283
Rue Mignard	48.863361	2.27438
Rue Mignet	48.8488346	2.2689238
Rue Mignon	48.8522665	2.341767
Rue Miguel Hidalgo	48.8815253	2.3911456
Rue Milne-Edwards	48.8830832	2.2920355
Rue Milton	48.8782071	2.3410631
Rue Miollis	48.8459617	2.3043441
Rue Mirabeau	48.8462902	2.2700487
Rue Mizon	48.8414853	2.31544
Rue Modigliani	48.8383652	2.2787679
Rue Molière	48.8650577	2.3359197
Rue Molitor	48.8452465	2.2618896
Rue Mollien	48.8773416	2.313313
Rue Moncey	48.8800356	2.3302813
Rue Mondétour	48.8630487	2.3480879
Rue Mondonville	48.8659703	2.4067183
Rue Monge	48.8438037	2.3523044
Rue Monjol	48.876403	2.3735747
Rue Monsieur	48.8517949	2.3160691
Rue Monsieur le Prince	48.8499444	2.3399853
Rue Monsigny	48.8688861	2.3355027
Rue Montalembert	48.8568332	2.327957
Rue Montalivet	48.8711946	2.3181901
Rue Montauban	48.833209	2.2966786
Rue Montbrun	48.8287974	2.330082
Rue Montcalm	48.8931118	2.3377668
Rue Monte-Cristo	48.8557353	2.3978829
Rue Montesquieu	48.8631742	2.3384796
Rue Montesquiou-Fezensac	48.8356558	2.4103514
Rue Montgallet	48.8435245	2.3877814
Rue Montgolfier	48.8664061	2.3572992
Rue Monticelli	48.8215711	2.3288001
Rue Montmartre	48.8672927	2.3440154
Rue Montorgueil	48.8647777	2.3468026
Rue Mony	48.8665516	2.2759973
Rue Morand	48.8688423	2.3763207
Rue Moreau	48.8494108	2.3723447
Rue Morère	48.8246883	2.3220106
Rue Moret	48.866497	2.3801012
Rue Morlot	48.8776238	2.3309476
Rue Mornay	48.8495489	2.3654571
Rue Mouffetard	48.8421919	2.3497802
Rue Moufle	48.8595656	2.3733718
Rue Mounet-Sully	48.8489458	2.4054944
Rue Mouraud	48.8557114	2.408207
Rue Mousset-Robert	48.8431649	2.4037022
Rue Mouton-Duvernet	48.8320298	2.3274306
Rue Muller	48.8866243	2.3461656
Rue Murillo	48.8778772	2.3083176
Rue Myrha	48.8869949	2.3526072
Rue Nansouty	48.8234769	2.3356903
Rue Nanteuil	48.8349931	2.3065199
Rue Napoléon Chaix	48.8418231	2.2774559
Rue Narcisse Diaz	48.8463499	2.2717441
Rue Nationale	48.8275658	2.3661609
Rue Navier	48.8957828	2.3252045
Rue Necker	48.8555893	2.3633669
Rue Nélaton	48.853365	2.2882231
Rue Neuve de la Chardonnière	48.8950819	2.3480865
Rue Neuve Popincourt	48.8644016	2.3741247
Rue Neuve Saint-Pierre	48.8538235	2.3633099
Rue Neuve Tolbiac	48.8310622	2.3775621
Rue Neuve-des-Boulets	48.8540694	2.389436
Rue Newton	48.8711162	2.2967025
Rue Nicolaï	48.8357594	2.3938553
Rue Nicolas	48.8585925	2.4095707
Rue Nicolas Appert	48.8590397	2.3702605
Rue Nicolas Charlet	48.8424841	2.3140652
Rue Nicolas Chuquet	48.88829	2.3026971
Rue Nicolas Flamel	48.8587189	2.3494158
Rue Nicolas Fortin	48.8296186	2.3589522
Rue Nicolas Roret	48.835965	2.3536127
Rue Nicolas Taunay	48.8242259	2.3192146
Rue Nicole Chouraqui	48.886431	2.380393
Rue Nicole-Reine Lepaute	48.8265484	2.3814537
Rue Nicolet	48.8881356	2.3460559
Rue Nicolo	48.8598742	2.2787759
Rue Nobel	48.8901595	2.3415455
Rue Nocard	48.8535457	2.2880017
Rue Noël Ballay	48.8478791	2.4120489
Rue Nollet	48.8870273	2.3212848
Rue Norvins	48.8870754	2.3393142
Rue Notre Dame de Bonne Nouvelle	48.8697695	2.3497315
Rue Notre Dame de Lorette	48.8786964	2.3372172
Rue Notre Dame de Nazareth	48.8674179	2.3585417
Rue Notre Dame de Recouvrance	48.8699106	2.3482382
Rue Notre Dame des Champs	48.8433301	2.3313542
Rue Notre Dame des Victoires	48.8684638	2.3418886
Rue Nungesser et Coli	48.8440314	2.2518726
Rue Oberkampf	48.8651118	2.375325
Rue Octave Feuillet	48.8619063	2.2714498
Rue Olier	48.8352652	2.2912258
Rue Olivier de Serres	48.834137	2.2953375
Rue Olivier Messiaen	48.8304434	2.3783334
Rue Olivier Métra	48.8733165	2.3937434
Rue Olivier Noyer	48.8311403	2.3216595
Rue Omer Talon	48.8616489	2.3847446
Rue Ordener	48.8922133	2.3461212
Rue Orfila	48.8668144	2.3974604
Rue Ortolan	48.8432089	2.3504964
Rue Oscar Roty	48.8421024	2.287779
Rue Oswaldo Cruz	48.856158	2.2691785
Rue Oudinot	48.8501675	2.3177296
Rue Oudry	48.8368792	2.356008
Rue Pache	48.8583207	2.3821534
Rue Paganini	48.8512729	2.4119559
Rue Paillet	48.8465342	2.3426154
Rue Pajol	48.8891371	2.3626415
Rue Pajou	48.8565778	2.2726742
Rue Palatine	48.8506881	2.3348545
Rue Papillon	48.8763049	2.3470923
Rue Papin	48.8668253	2.3539437
Rue Parent de Rosan	48.8402929	2.2600981
Rue Parrot	48.8469209	2.3738662
Rue Pascal	48.8360494	2.3485167
Rue Pasquier	48.8730512	2.3235837
Rue Pasteur	48.8622794	2.3756767
Rue Pastourelle	48.8625955	2.3597984
Rue Patrice de la Tour du Pin	48.8502871	2.4106797
Rue Paturle	48.8289531	2.3068929
Rue Pau Casals	48.8311123	2.3775015
Rue Paul Abadie	48.8970188	2.3356061
Rue Paul Albert	48.8867103	2.3451046
Rue Paul Barruel	48.8383735	2.3054201
Rue Paul Baudry	48.8723001	2.3071282
Rue Paul Belmondo	48.8370376	2.3819257
Rue Paul Bert	48.8515907	2.3845925
Rue Paul Bodin	48.8930982	2.3175911
Rue Paul Borel	48.8849414	2.3086372
Rue Paul Bourget	48.8179285	2.3581193
Rue Paul Cézanne	48.874191	2.3090263
Rue Paul Chautard	48.8461842	2.3014272
Rue Paul Crampel	48.8410022	2.4058647
Rue Paul de Kock	48.877518	2.3988635
Rue Paul Delaroche	48.8589814	2.2776556
Rue Paul Delmet	48.8339954	2.2947685
Rue Paul Dubois	48.8653539	2.3612512
Rue Paul Dukas	48.8407773	2.3920353
Rue Paul Dupuy	48.8500384	2.2732759
Rue Paul Escudier	48.8806522	2.3314646
Rue Paul et Jean Lerolle	48.8620764	2.312985
Rue Paul Fort	48.8238198	2.3292627
Rue Paul Gervais	48.8310494	2.3471084
Rue Paul Hervieu	48.8458836	2.280157
Rue Paul Klee	48.8388101	2.3711256
Rue Paul Laurent	48.8866448	2.3674178
Rue Paul Lelong	48.8676698	2.3422592
Rue Paul Meurice	48.875564	2.4112707
Rue Paul Saunière	48.859493	2.2806163
Rue Paul Séjourné	48.8418908	2.3322334
Rue Paul Strauss	48.8665339	2.4074145
Rue Paul Valéry	48.870561	2.2896375
Rue Paul-Henri Grauwin	48.8446481	2.3778717
Rue Paulin Enfert	48.8186547	2.3624072
Rue Paulin Méry	48.8299097	2.3535286
Rue Pauline Kergomard	48.8554933	2.4066639
Rue Paul-Jean Toulet	48.857434	2.406349
Rue Paul-Louis Courier	48.8562145	2.324684
Rue Pauly	48.8305714	2.3128264
Rue Pavée	48.8564587	2.360806
Rue Payenne	48.8579771	2.3622955
Rue Péan	48.8217323	2.3719847
Rue Pecquay	48.8599308	2.3559279
Rue Péguy	48.8430232	2.3280063
Rue Pelée	48.8597087	2.3698323
Rue Pelleport	48.8684634	2.4012933
Rue Pelouze	48.8810115	2.3179765
Rue Perdonnet	48.883504	2.3603306
Rue Pergolèse	48.8744099	2.2828527
Rue Pérignon	48.847449	2.3082134
Rue Pernelle	48.8586066	2.3493577
Rue Pernety	48.8340499	2.3180262
Rue Perrault	48.8603874	2.3418331
Rue Perrée	48.8646655	2.3613269
Rue Perronet	48.855483	2.3299149
Rue Pestalozzi	48.8421436	2.3515365
Rue Petiet	48.8941107	2.3273468
Rue Pétion	48.8591414	2.3812047
Rue Petit	48.8856199	2.3865996
Rue Petitot	48.8766037	2.3924941
Rue Pétrarque	48.8617205	2.2836503
Rue Philibert Delorme	48.8884204	2.3025192
Rue Philibert Lucot	48.8224809	2.3622387
Rue Philidor	48.8504418	2.4080779
Rue Philippe de Champagne	48.8328697	2.3555434
Rue Philippe de Girard	48.8854738	2.3612664
Rue Philippe Hecht	48.8777475	2.3767824
Rue Piat	48.8723005	2.3845726
Rue Piccini	48.8738813	2.2854805
Rue Picot	48.8717558	2.2824676
Rue Pierre au Lard	48.8596605	2.3531751
Rue Pierre Bayle	48.858739	2.3905745
Rue Pierre Bonnard	48.8594697	2.404113
Rue Pierre Bourdan	48.8471514	2.3912337
Rue Pierre Brossolette	48.8418141	2.3478463
Rue Pierre Budin	48.8897266	2.3524526
Rue Pierre Bullet	48.8717557	2.3582409
Rue Pierre Charron	48.8692353	2.3027913
Rue Pierre Chausson	48.8709139	2.3607754
Rue Pierre Dac	48.8898029	2.3386306
Rue Pierre Demours	48.8820424	2.2962237
Rue Pierre Dupont	48.8792238	2.3649023
Rue Pierre et Marie Curie	48.8445886	2.3439962
Rue Pierre Foncin	48.8714398	2.4093241
Rue Pierre Fontaine	48.8821198	2.3337651
Rue Pierre Ginier	48.8867924	2.3265477
Rue Pierre Girard	48.8858542	2.3797576
Rue Pierre Gourdault	48.831445	2.3709689
Rue Pierre Guérin	48.8497121	2.2656006
Rue Pierre Guérin	48.8493019	2.2659855
Rue Pierre Haret	48.8836946	2.3304231
Rue Pierre Larousse	48.8293712	2.3136843
Rue Pierre le Grand	48.878298	2.3012067
Rue Pierre le Roy	48.8265819	2.3101208
Rue Pierre l'Ermite	48.8852859	2.3551361
Rue Pierre Leroux	48.8493845	2.3190337
Rue Pierre Lescot	48.8624547	2.3484956
Rue Pierre Mille	48.8329231	2.292281
Rue Pierre Mouillard	48.8670997	2.4082711
Rue Pierre Nicole	48.8411821	2.3398188
Rue Pierre Picard	48.8847069	2.3461959
Rue Pierre Quillard	48.8671333	2.4100498
Rue Pierre Rebière	48.8973931	2.3181319
Rue Pierre Reverdy	48.8856988	2.377108
Rue Pierre Sarrazin	48.8508352	2.342268
Rue Pierre Semard	48.8782872	2.3476691
Rue Pierre Villey	48.8598409	2.3047649
Rue Pierre-Jean Jouve	48.8888061	2.3859351
Rue Pihet	48.8634182	2.3740074
Rue Pillet-Will	48.8732301	2.3364001
Rue Pinel	48.8340444	2.3595367
Rue Pirandello	48.8366653	2.3562691
Rue Pixérécourt	48.8727696	2.3961869
Rue Planchat	48.8543374	2.3979111
Rue Platon	48.8377015	2.3102083
Rue Pleyel	48.8400743	2.3912036
Rue Plichon	48.8629809	2.3850311
Rue Plumet	48.8392281	2.3082759
Rue Poinsot	48.8411996	2.3234272
Rue Poirier de Narçay	48.8241901	2.3247467
Rue Poissonnière	48.8696163	2.347804
Rue Poliveau	48.8402325	2.3590528
Rue Polonceau	48.885738	2.3528429
Rue Poncelet	48.8793866	2.2976698
Rue Ponscarme	48.8269455	2.3684576
Rue Popincourt	48.8585661	2.3765182
Rue Portalis	48.8771393	2.319566
Rue Portefoin	48.8635932	2.3600667
Rue Pouchet	48.8947342	2.3210301
Rue Poulbot	48.8866223	2.3396406
Rue Poulet	48.8871823	2.349639
Rue Poulletier	48.8512882	2.358094
Rue Poussin	48.848717	2.2635189
Rue Pradier	48.8756615	2.3819502
Rue Prévost Paradol	48.8265628	2.3086202
Rue Primatice	48.8333748	2.3555517
Rue Primo Levi	48.8306472	2.3787906
Rue Princesse	48.8523123	2.3344961
Rue Prissé d'Avennes	48.8251406	2.3284099
Rue Proudhon	48.8370001	2.3898093
Rue Puget	48.8839884	2.3332045
Rue Puteaux	48.8834353	2.3216681
Rue Puvis de Chavannes	48.8859178	2.3010251
Rue Quentin-Bauchart	48.8698207	2.300871
Rue Quinault	48.8441144	2.2984134
Rue Quincampoix	48.8612414	2.3506002
Rue Rabelais	48.8705244	2.3127986
Rue Racine	48.8502037	2.3415957
Rue Radziwill	48.8658822	2.3395415
Rue Raffet	48.8520468	2.2644036
Rue Rambuteau	48.8618335	2.3508989
Rue Rameau	48.8678595	2.3371112
Rue Ramey	48.8893226	2.3462681
Rue Rampal	48.8739465	2.3797452
Rue Rampon	48.8664158	2.3678634
Rue Ramponeau	48.8713551	2.3803571
Rue Ramus	48.8626655	2.3988756
Rue Raoul	48.8387731	2.3969027
Rue Raoul Dufy	48.865446	2.3911005
Rue Raoul Wallenberg	48.8793888	2.4099518
Rue Rataud	48.841892	2.3457848
Rue Ravignan	48.8856917	2.3379794
Rue Raymond Aron	48.8350669	2.3742322
Rue Raymond Losserand	48.8320505	2.3145602
Rue Raymond Pitet	48.8897539	2.2968385
Rue Raymond Queneau	48.8953872	2.3609672
Rue Raymond Radiguet	48.8924369	2.3711949
Rue Raynouard	48.855423	2.2807409
Rue Réaumur	48.8666846	2.3505081
Rue Récamier	48.85248	2.3280274
Rue Redon	48.8904136	2.3021113
Rue Régis	48.8479775	2.3246297
Rue Regnard	48.8498501	2.3379488
Rue Regnault	48.8238054	2.3735165
Rue Rembrandt	48.8774245	2.3082171
Rue Rémy de Gourmont	48.87745	2.3767006
Rue Rémy Dumoncel	48.8297022	2.3310498
Rue René Bazin	48.8529235	2.2658986
Rue René Binet	48.899218	2.340166
Rue René Boulanger	48.8687441	2.3593964
Rue René Goscinny	48.8303554	2.3792993
Rue René Panhard	48.8389733	2.3592688
Rue René Ravaud	48.8369134	2.270056
Rue René Villermé	48.8620679	2.3862002
Rue Rennequin	48.8824394	2.2970549
Rue Résal	48.8266835	2.3753017
Rue Reynaldo Hahn	48.850298	2.4120948
Rue Riblette	48.859987	2.4057593
Rue Riboutté	48.8763051	2.3465088
Rue Ricaut	48.8298255	2.3615816
Rue Richard Lenoir	48.8558463	2.3816107
Rue Richer	48.8740484	2.3453323
Rue Richomme	48.8863544	2.3517512
Rue Riesener	48.8428269	2.3895214
Rue Riquet	48.8896518	2.3684929
Rue Robert Blache	48.8772599	2.3641501
Rue Robert de Flers	48.8497793	2.2844121
Rue Robert Esnault-Pelterie	48.8620177	2.3151022
Rue Robert Estienne	48.8691563	2.3045039
Rue Robert et Sonia Delaunay	48.8551539	2.3945201
Rue Robert Etlin	48.8293043	2.3901844
Rue Robert Fleury	48.8436629	2.3014526
Rue Robert le Coin	48.8551387	2.2732795
Rue Robert Lindet	48.8331334	2.2965569
Rue Robert Planquette	48.8848666	2.3347398
Rue Robert Turquan	48.8531322	2.2669577
Rue Robert-Houdin	48.8713934	2.3750815
Rue Roberval	48.8945053	2.3218947
Rue Robineau	48.8648586	2.3940499
Rue Rochambeau	48.8772994	2.3464061
Rue Rochebrune	48.8612161	2.3797143
Rue Rodier	48.8792433	2.3432272
Rue Roger	48.8352996	2.326541
Rue Roger Bacon	48.8825788	2.2893707
Rue Roger Bissière	48.8585363	2.4052601
Rue Roger Verlomme	48.8566941	2.36681
Rue Roland-Barthes	48.8440677	2.3786358
Rue Roli	48.8204857	2.3414195
Rue Rollin	48.8446681	2.3510591
Rue Rondelet	48.8471531	2.3850284
Rue Ronsard	48.8852523	2.3443781
Rue Roquépine	48.8733656	2.319329
Rue Rosa Bonheur	48.846457	2.3102691
Rue Rosenwald	48.8331133	2.3058756
Rue Rossini	48.8730531	2.3395072
Rue Rotrou	48.8497976	2.3383975
Rue Rottembourg	48.8383363	2.406229
Rue Roubo	48.8504433	2.3872978
Rue Rouelle	48.8498715	2.2886995
Rue Rougemont	48.8722656	2.3461268
Rue Rouget de Lisle	48.8663983	2.3265047
Rue Rousselet	48.8489074	2.3184226
Rue Rouvet	48.8939806	2.3836677
Rue Roy	48.8749456	2.3184764
Rue Royale	48.8681441	2.3230937
Rue Royale & Rue Saint Honoré	48.8683768	2.3232798
Rue Royer-Collard	48.845984	2.3411981
Rue Rubens	48.8341167	2.3557152
Rue Rude	48.8741277	2.291291
Rue Rudolf Noureev	48.891915	2.3061016
Rue Ruhmkorff	48.8814688	2.2861974
Rue Sadi Lecointe	48.8807095	2.3732436
Rue Saillard	48.8321421	2.3269821
Rue Saint Honoré	48.8640047	2.3338795
Rue Saint Honoré & Rue Cambon	48.8674311	2.3261954
Rue Saint Honoré & Rue de l'Oratoire	48.861875	2.3405192
Rue Saint Honoré & Rue de Valois	48.8626828	2.3374841
Rue Saint-Amand	48.8349998	2.3079308
Rue Saint-Ambroise	48.86202	2.3770442
Rue Saint-André des Arts	48.853392	2.3409453
Rue Saint-Antoine	48.8542904	2.3637435
Rue Saint-Augustin	48.8688869	2.3359592
Rue Saint-Benoît	48.8548095	2.3329687
Rue Saint-Bernard	48.8518895	2.3816961
Rue Saint-Blaise	48.8581975	2.4068453
Rue Saint-Bon	48.8583455	2.3504779
Rue Saint-Bruno	48.8859186	2.3556913
Rue Saint-Charles	48.8447684	2.2839
Rue Saint-Christophe	48.8445493	2.2796464
Rue Saint-Claude	48.8601222	2.3656784
Rue Saint-Denis	48.8637419	2.3500379
Rue Saint-Didier	48.8664567	2.2855856
Rue Saint-Dominique	48.8599542	2.3114997
Rue Sainte-Anastase	48.8598724	2.3630201
Rue Sainte-Anne	48.8669949	2.3358993
Rue Sainte-Apolline	48.8689373	2.3540252
Rue Sainte-Beuve	48.8443754	2.3300522
Rue Sainte-Cécile	48.873081	2.3468546
Rue Sainte-Claire Deville	48.844177	2.3873319
Rue Sainte-Croix de la Bretonnerie	48.8583053	2.3558386
Rue Sainte-Elisabeth	48.8661057	2.3596818
Rue Sainte-Foy	48.8686189	2.3506968
Rue Sainte-Isaure	48.8939508	2.3442663
Rue Sainte-Léonie	48.8335511	2.3198893
Rue Sainte-Lucie	48.844942	2.2860797
Rue Sainte-Marthe	48.8739225	2.3717824
Rue Sainte-Opportune	48.8602208	2.3473273
Rue Saint-Etienne du Mont	48.8466826	2.3483517
Rue Saint-Fargeau	48.8717069	2.4039369
Rue Saint-Ferdinand	48.8780349	2.2883122
Rue Saint-Fiacre	48.8703601	2.3456305
Rue Saint-Florentin	48.8666902	2.3236699
Rue Saint-Georges	48.876085	2.337131
Rue Saint-Germain l'Auxerrois	48.8583529	2.3446293
Rue Saint-Gilles	48.8578695	2.3664147
Rue Saint-Guillaume	48.8544079	2.3286434
Rue Saint-Hippolyte	48.8360701	2.3468299
Rue Saint-Hubert	48.8639794	2.3801063
Rue Saint-Hyacinthe	48.866029	2.3316461
Rue Saint-Jacques	48.8455928	2.3426845
Rue Saint-Jean	48.8887533	2.3245284
Rue Saint-Jean-Baptiste de la Salle	48.8466169	2.3206199
Rue Saint-Jérôme	48.8867668	2.3548916
Rue Saint-Joseph	48.8685723	2.3443641
Rue Saint-Julien le Pauvre	48.852424	2.34723
Rue Saint-Just	48.8964922	2.3136744
Rue Saint-Lambert	48.8373896	2.2919565
Rue Saint-Laurent	48.875491	2.3577991
Rue Saint-Lazare	48.8762767	2.3318527
Rue Saint-Louis en l'Île	48.8518383	2.3565574
Rue Saint-Luc	48.8860537	2.3544463
Rue Saint-Marc	48.8703888	2.340911
Rue Saint-Martin	48.8628062	2.3522949
Rue Saint-Mathieu	48.8862998	2.3556272
Rue Saint-Maur	48.8659608	2.3770686
Rue Saint-Médard	48.8436299	2.3504279
Rue Saint-Merri	48.8596061	2.3525606
Rue Saint-Nicolas	48.8516097	2.3748578
Rue Saint-Paul	48.8534572	2.3616884
Rue Saint-Paul	48.853709	2.361531
Rue Saint-Philippe	48.8689577	2.3494574
Rue Saint-Philippe du Roule	48.8730303	2.3084895
Rue Saint-Placide	48.8489984	2.3254167
Rue Saint-Roch	48.8656049	2.3324193
Rue Saint-Romain	48.8475318	2.3208674
Rue Saint-Rustique	48.8870588	2.3404802
Rue Saint-Saëns	48.8535092	2.2915116
Rue Saint-Sauveur	48.8659679	2.3489989
Rue Saint-Sébastien	48.8613721	2.3700641
Rue Saint-Séverin	48.8524665	2.3450929
Rue Saint-Spire	48.8684196	2.3503344
Rue Saint-Sulpice	48.8513928	2.3364257
Rue Saint-Thomas d'Aquin	48.8558784	2.3270935
Rue Saint-Victor	48.8483543	2.3508803
Rue Saint-Vincent	48.8884976	2.340699
Rue Saint-Yves	48.8257447	2.3338795
Rue Salneuve	48.8857338	2.3142008
Rue Salomon de Caus	48.8676266	2.3533157
Rue Samson	48.8282936	2.3505593
Rue Santerre	48.8429116	2.3992389
Rue Santeuil	48.8401022	2.3543444
Rue Santos-Dumont	48.833313	2.305132
Rue Sarasate	48.8421805	2.2866695
Rue Sarrette	48.8262211	2.3291275
Rue Sauffroy	48.8917044	2.3212123
